Year,District,DistLocale,Total_ProficientPct,EconDisadv_ProficientPct,NotEconDisadv_ProficientPct,Female_ProficientPct,Male_ProficientPct,AIAN_ProficientPct,Asian_ProficientPct,Black_ProficientPct,Filipino_ProficientPct,Hisp_ProficientPct,NHPI_ProficientPct,TwoOrMore_ProficientPct,White_ProficientPct,Total_ProficientCount,EconDisadv_ProficientCount,NotEconDisadv_ProficientCount,Female_ProficientCount,Male_ProficientCount,AIAN_ProficientCount,Asian_ProficientCount,Black_ProficientCount,Filipino_ProficientCount,Hisp_ProficientCount,NHPI_ProficientCount,TwoOrMore_ProficientCount,White_ProficientCount,Total_Count,EconDisadv_Count,NotEconDisadv_Count,Female_Count,Male_Count,AIAN_Count,Asian_Count,Black_Count,Filipino_Count,Hisp_Count,NHPI_Count,TwoOrMore_Count,White_Count,Total_ProficientPct_missing,EconDisadv_ProficientPct_missing,NotEconDisadv_ProficientPct_missing,Female_ProficientPct_missing,Male_ProficientPct_missing,AIAN_ProficientPct_missing,Asian_ProficientPct_missing,Black_ProficientPct_missing,Filipino_ProficientPct_missing,Hisp_ProficientPct_missing,NHPI_ProficientPct_missing,TwoOrMore_ProficientPct_missing,White_ProficientPct_missing,Total_ProficientCount_missing,EconDisadv_ProficientCount_missing,NotEconDisadv_ProficientCount_missing,Female_ProficientCount_missing,Male_ProficientCount_missing,AIAN_ProficientCount_missing,Asian_ProficientCount_missing,Black_ProficientCount_missing,Filipino_ProficientCount_missing,Hisp_ProficientCount_missing,NHPI_ProficientCount_missing,TwoOrMore_ProficientCount_missing,White_ProficientCount_missing,Total_Count_missing,EconDisadv_Count_missing,NotEconDisadv_Count_missing,Female_Count_missing,Male_Count_missing,AIAN_Count_missing,Asian_Count_missing,Black_Count_missing,Filipino_Count_missing,Hisp_Count_missing,NHPI_Count_missing,TwoOrMore_Count_missing,White_Count_missing,Total_ProficientPct_lag1,Total_ProficientPct_lag2,Total_ProficientPct_lag3,Total_ProficientPct_lag4
2015,abc unified,"Suburb, large",0.47,0.27,0.68,0.48,0.46,,0.79,0.31,0.7,0.25,,0.67,0.57,723.0,212.0,506.0,380.0,335.0,0.0,285.0,34.0,120.0,181.0,0.0,32.0,64.0,1538.0,784.0,754.0,809.0,729.0,2.0,361.0,109.0,171.0,722.0,9.0,48.0,113.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,abc unified,"Suburb, large",0.54,0.37,0.72,0.55,0.53,,0.85,0.37,0.77,0.34,,0.67,0.68,843.0,300.0,541.0,424.0,420.0,0.0,306.0,54.0,132.0,248.0,0.0,28.0,63.0,1562.0,811.0,751.0,771.0,791.0,4.0,359.0,145.0,171.0,728.0,10.0,42.0,93.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,,,
2017,abc unified,"Suburb, large",0.5188,0.3357,0.7173,0.488,0.5494,,0.8575,0.4091,0.6573,0.3486,,0.5821,0.5354,826.0,278.0,548.0,387.0,439.0,0.0,307.0,54.0,94.0,266.0,0.0,39.0,53.0,1592.0,828.0,764.0,793.0,799.0,0.0,358.0,132.0,143.0,763.0,0.0,67.0,99.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.47,,
2018,abc unified,"Suburb, large",0.5443,0.3619,0.7461,0.5246,0.5627,,0.8719,0.4595,0.6928,0.346,,0.5833,0.6047,799.0,279.0,520.0,373.0,426.0,0.0,313.0,51.0,106.0,237.0,0.0,28.0,52.0,1469.0,772.0,697.0,711.0,758.0,0.0,359.0,111.0,153.0,686.0,0.0,48.0,86.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5188,0.54,0.47,
2019,abc unified,"Suburb, large",0.5449,0.3755,0.7535,0.537,0.5523,,0.8712,0.4123,0.7014,0.3676,,0.6739,0.6667,789.0,300.0,489.0,377.0,412.0,0.0,284.0,47.0,101.0,261.0,0.0,31.0,56.0,1448.0,799.0,649.0,702.0,746.0,0.0,326.0,114.0,144.0,710.0,10.0,46.0,84.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5443,0.5188,0.54,0.47
2015,ackerman charter,"Town, fringe",0.63,0.33,0.72,0.57,0.69,,,,,,,,0.67,39.0,5.0,34.0,17.0,22.0,0.0,0.0,0.0,,0.0,,0.0,32.0,62.0,15.0,47.0,30.0,32.0,1.0,2.0,2.0,,6.0,,1.0,48.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,
2016,ackerman charter,"Town, fringe",0.63,0.38,0.72,0.58,0.7,,,,,,,,0.6,40.0,6.0,34.0,21.0,19.0,,0.0,,,0.0,,0.0,31.0,63.0,16.0,47.0,36.0,27.0,,1.0,,,8.0,,2.0,52.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.63,,,
2017,ackerman charter,"Town, fringe",0.5806,0.5,0.625,0.4848,0.6897,,,,,0.5455,,,0.587,36.0,11.0,25.0,16.0,20.0,,0.0,0.0,,6.0,,0.0,27.0,62.0,22.0,40.0,33.0,29.0,,0.0,0.0,,11.0,,0.0,46.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.63,0.63,,
2018,ackerman charter,"Town, fringe",0.629,0.5,0.6739,0.6471,0.6071,,,,,,,,0.6383,39.0,8.0,31.0,22.0,17.0,0.0,0.0,,,0.0,,0.0,30.0,62.0,16.0,46.0,34.0,28.0,0.0,0.0,,,0.0,,0.0,47.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.5806,0.63,0.63,
2019,ackerman charter,"Town, fringe",0.6567,0.4118,0.74,0.5161,0.7778,,,,,0.3333,,,0.6957,44.0,7.0,37.0,16.0,28.0,,,0.0,,4.0,,0.0,32.0,67.0,17.0,50.0,31.0,36.0,,,0.0,,12.0,,8.0,46.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.629,0.5806,0.63,0.63
2015,acton-agua dulce unified,"City, large",0.46,0.35,0.53,0.37,0.53,,,,,0.19,,,0.56,27.0,8.0,19.0,10.0,17.0,,0.0,,,3.0,,0.0,23.0,59.0,23.0,36.0,27.0,32.0,,1.0,,,16.0,,1.0,41.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,,,,
2016,acton-agua dulce unified,"Suburb, large",0.49,0.35,0.6,0.61,0.39,,,,,0.38,,,0.6,50.0,16.0,33.0,27.0,22.0,,0.0,0.0,0.0,14.0,0.0,0.0,30.0,102.0,46.0,56.0,44.0,58.0,,2.0,1.0,3.0,37.0,2.0,4.0,51.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.46,,,
2017,acton-agua dulce unified,"Rural, fringe",0.3462,0.225,0.4737,0.1935,0.4468,,,,,0.2647,,,0.4595,27.0,9.0,18.0,6.0,21.0,,0.0,,,9.0,,0.0,17.0,78.0,40.0,38.0,31.0,47.0,,0.0,,,34.0,,0.0,37.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.49,0.46,,
2018,acton-agua dulce unified,"Rural, distant",0.3421,0.234,0.5172,0.4118,0.2857,,,,,0.2927,,,0.4643,26.0,11.0,15.0,14.0,12.0,,0.0,0.0,,12.0,0.0,0.0,13.0,76.0,47.0,29.0,34.0,42.0,,0.0,0.0,,41.0,0.0,0.0,28.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.3462,0.49,0.46,
2019,acton-agua dulce unified,"Rural, fringe",0.2683,0.2273,0.3158,0.2619,0.275,,,,,0.2286,,,0.2955,22.0,10.0,12.0,11.0,11.0,,,0.0,,8.0,,0.0,13.0,82.0,44.0,38.0,42.0,40.0,,,0.0,,35.0,,0.0,44.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.3421,0.3462,0.49,0.46
2015,adelanto elementary,"Suburb, large",0.14,0.13,0.24,0.14,0.13,,,0.1,,0.14,,0.05,0.23,129.0,109.0,21.0,63.0,61.0,0.0,0.0,20.0,0.0,81.0,0.0,1.0,19.0,921.0,833.0,88.0,452.0,469.0,1.0,9.0,202.0,7.0,575.0,7.0,19.0,84.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,adelanto elementary,"Suburb, large",0.14,0.12,0.28,0.13,0.14,,,0.06,,0.13,,0.14,0.27,135.0,103.0,28.0,61.0,64.0,0.0,0.0,13.0,0.0,82.0,0.0,5.0,25.0,963.0,863.0,100.0,470.0,493.0,4.0,7.0,210.0,5.0,586.0,7.0,36.0,93.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,,,
2017,adelanto elementary,"Suburb, large",0.1714,0.1385,0.3617,0.1598,0.1832,,,0.0725,,0.1908,,0.0455,0.2727,164.0,113.0,51.0,77.0,87.0,0.0,0.0,15.0,0.0,116.0,0.0,1.0,18.0,957.0,816.0,141.0,482.0,475.0,0.0,0.0,207.0,0.0,608.0,0.0,22.0,66.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,,
2018,adelanto elementary,"Suburb, large",0.1718,0.1497,0.2738,0.1811,0.1624,,0.3636,0.0825,,0.1867,,0.1714,0.2162,162.0,116.0,46.0,86.0,76.0,0.0,4.0,16.0,0.0,112.0,0.0,6.0,16.0,943.0,775.0,168.0,475.0,468.0,0.0,11.0,194.0,0.0,600.0,0.0,35.0,74.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1714,0.14,0.14,
2019,adelanto elementary,"Suburb, large",0.2257,0.2083,0.3151,0.2203,0.2315,,,0.1257,,0.2444,,0.1739,0.303,202.0,156.0,46.0,102.0,100.0,0.0,0.0,22.0,0.0,142.0,0.0,4.0,20.0,895.0,749.0,146.0,463.0,432.0,4.0,6.0,175.0,6.0,581.0,6.0,23.0,66.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1718,0.1714,0.14,0.14
2015,alameda unified,"Suburb, large",0.6,0.37,0.7,0.59,0.6,,0.71,0.24,0.57,0.44,,0.56,0.68,435.0,86.0,354.0,225.0,218.0,0.0,136.0,12.0,30.0,54.0,0.0,44.0,159.0,738.0,232.0,506.0,375.0,363.0,3.0,191.0,51.0,53.0,123.0,5.0,77.0,233.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,alameda unified,"Suburb, large",0.6,0.32,0.72,0.59,0.62,,0.7,0.3,0.52,0.45,,0.77,0.69,428.0,67.0,362.0,210.0,222.0,0.0,102.0,16.0,30.0,62.0,0.0,57.0,165.0,713.0,209.0,504.0,355.0,358.0,4.0,145.0,54.0,58.0,133.0,6.0,74.0,239.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,,
2017,alameda unified,"Suburb, large",0.5924,0.3347,0.7089,0.5399,0.6395,,0.72,0.12,0.3438,0.4407,,0.68,0.6652,455.0,80.0,375.0,196.0,259.0,0.0,162.0,6.0,11.0,52.0,0.0,68.0,153.0,768.0,239.0,529.0,363.0,405.0,0.0,225.0,50.0,32.0,118.0,0.0,100.0,230.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,,
2018,alameda unified,"Suburb, large",0.6246,0.4038,0.7216,0.6147,0.6348,,0.7461,0.3158,0.5128,0.5271,,0.6571,0.6402,436.0,86.0,350.0,217.0,219.0,0.0,144.0,12.0,20.0,68.0,0.0,69.0,121.0,698.0,213.0,485.0,353.0,345.0,0.0,193.0,38.0,39.0,129.0,0.0,105.0,189.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5924,0.6,0.6,
2019,alameda unified,"Suburb, large",0.6541,0.4205,0.7382,0.6619,0.6456,,0.7284,0.1613,0.6061,0.4712,,0.7059,0.7685,435.0,74.0,361.0,231.0,204.0,0.0,118.0,5.0,20.0,49.0,0.0,84.0,156.0,666.0,177.0,489.0,349.0,317.0,0.0,162.0,31.0,33.0,105.0,5.0,119.0,203.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6246,0.5924,0.6,0.6
2015,albany city unified,"Suburb, large",0.71,0.53,0.76,0.7,0.72,,0.77,,,0.54,,0.69,0.8,204.0,30.0,171.0,99.0,104.0,,57.0,0.0,0.0,31.0,0.0,35.0,74.0,286.0,57.0,229.0,141.0,145.0,,74.0,8.0,2.0,57.0,1.0,51.0,93.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
2016,albany city unified,"Suburb, large",0.71,0.62,0.73,0.73,0.69,,0.8,,,0.56,,0.67,0.76,181.0,38.0,143.0,82.0,100.0,,57.0,0.0,,28.0,0.0,22.0,74.0,258.0,62.0,196.0,113.0,145.0,,71.0,6.0,,50.0,1.0,33.0,97.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.71,,,
2017,albany city unified,"Suburb, large",0.7633,0.6,0.7983,0.7589,0.7676,,0.8846,,,0.5909,,0.7308,0.7849,216.0,30.0,186.0,107.0,109.0,,69.0,0.0,0.0,26.0,,38.0,73.0,283.0,50.0,233.0,141.0,142.0,,78.0,0.0,0.0,44.0,,52.0,93.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.71,0.71,,
2018,albany city unified,"Suburb, large",0.7632,0.6087,0.7955,0.7561,0.7692,,0.7895,,,0.6216,,0.7941,0.8286,203.0,28.0,175.0,93.0,110.0,0.0,60.0,0.0,0.0,23.0,,27.0,87.0,266.0,46.0,220.0,123.0,143.0,0.0,76.0,0.0,0.0,37.0,,34.0,105.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7633,0.71,0.71,
2019,albany city unified,"Suburb, large",0.7149,0.4717,0.7806,0.6619,0.7818,,0.8533,,,0.5385,,0.6279,0.7595,178.0,25.0,153.0,92.0,86.0,,64.0,0.0,,21.0,,27.0,60.0,249.0,53.0,196.0,139.0,110.0,,75.0,9.0,,39.0,,43.0,79.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.7632,0.7633,0.71,0.71
2015,alexander valley union elementary,"Rural, fringe",0.59,,,,0.5,,,,,,,,,10.0,0.0,0.0,0.0,6.0,,,,,0.0,,,0.0,17.0,8.0,9.0,5.0,12.0,,,,,7.0,,,10.0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,,,,
2016,alexander valley union elementary,"Rural, fringe",0.47,,,0.45,,,,,,,,,,7.0,0.0,0.0,5.0,0.0,,,,,0.0,,,0.0,15.0,9.0,6.0,11.0,4.0,,,,,8.0,,,7.0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.59,,,
2017,alexander valley union elementary,"Rural, fringe",0.2778,,,,,,,,,,,,0.3636,5.0,0.0,0.0,0.0,0.0,,,,,0.0,,,4.0,18.0,0.0,0.0,0.0,0.0,,,,,0.0,,,11.0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.47,0.59,,
2018,alexander valley union elementary,"Rural, fringe",0.4545,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,11.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.2778,0.47,0.59,
2019,alexander valley union elementary,"Rural, fringe",0.5714,,0.6667,,,,,,,,,,,8.0,0.0,8.0,0.0,0.0,,,,,0.0,,,0.0,14.0,0.0,12.0,9.0,5.0,,,,,5.0,,,9.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.4545,0.2778,0.47,0.59
2015,alhambra unified,"Suburb, large",0.49,0.42,0.65,0.5,0.49,,0.7,,0.61,0.28,,0.55,0.32,543.0,312.0,242.0,270.0,278.0,0.0,371.0,0.0,17.0,135.0,0.0,12.0,8.0,1108.0,741.0,367.0,540.0,568.0,2.0,523.0,6.0,28.0,498.0,2.0,22.0,25.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,alhambra unified,"Suburb, large",0.51,0.45,0.66,0.51,0.52,,0.7,,0.71,0.31,,0.68,0.39,556.0,337.0,225.0,289.0,267.0,0.0,349.0,0.0,20.0,146.0,0.0,23.0,7.0,1090.0,749.0,341.0,567.0,523.0,4.0,505.0,10.0,28.0,489.0,1.0,34.0,18.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,,,
2017,alhambra unified,"Suburb, large",0.5581,0.4709,0.7079,0.5589,0.5573,,0.7354,,0.5833,0.3756,,0.775,0.25,576.0,307.0,269.0,294.0,282.0,0.0,353.0,0.0,14.0,169.0,0.0,31.0,6.0,1032.0,652.0,380.0,526.0,506.0,0.0,480.0,0.0,24.0,450.0,0.0,40.0,24.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.49,,
2018,alhambra unified,"Suburb, large",0.586,0.5,0.7642,0.5783,0.5929,,0.7673,,0.7619,0.3885,,0.6923,0.5294,634.0,365.0,269.0,299.0,335.0,,389.0,0.0,16.0,190.0,0.0,27.0,9.0,1082.0,730.0,352.0,517.0,565.0,,507.0,0.0,21.0,489.0,0.0,39.0,17.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5581,0.51,0.49,
2019,alhambra unified,"Suburb, large",0.5952,0.4991,0.7289,0.5766,0.613,,0.7827,,0.6429,0.372,,0.9412,0.5769,572.0,279.0,293.0,271.0,301.0,0.0,353.0,0.0,9.0,157.0,0.0,32.0,15.0,961.0,559.0,402.0,470.0,491.0,0.0,451.0,5.0,14.0,422.0,0.0,34.0,26.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586,0.5581,0.51,0.49
2015,alisal union,"City, midsize",0.1,0.09,0.2,0.1,0.1,,,,,0.09,,,0.53,124.0,87.0,30.0,59.0,65.0,,0.0,0.0,0.0,117.0,0.0,0.0,9.0,1232.0,1083.0,149.0,587.0,645.0,,7.0,4.0,8.0,1174.0,5.0,3.0,17.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
2016,alisal union,"City, midsize",0.16,0.14,0.36,0.16,0.16,,,,,0.15,,,0.38,219.0,180.0,31.0,107.0,112.0,,0.0,0.0,0.0,183.0,0.0,0.0,5.0,1368.0,1281.0,87.0,668.0,700.0,,10.0,4.0,9.0,1310.0,3.0,4.0,13.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,,,
2017,alisal union,"City, midsize",0.2199,0.2129,0.268,0.211,0.2285,,0.6,,,0.2028,,,0.5333,268.0,227.0,41.0,127.0,141.0,,9.0,0.0,0.0,232.0,0.0,0.0,8.0,1219.0,1066.0,153.0,602.0,617.0,,15.0,0.0,0.0,1144.0,0.0,0.0,15.0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16,0.1,,
2018,alisal union,"City, midsize",0.2188,0.2067,0.3006,0.2017,0.234,,,,,0.2116,,,0.25,277.0,228.0,49.0,120.0,157.0,0.0,0.0,0.0,0.0,252.0,0.0,,3.0,1267.0,1104.0,163.0,595.0,672.0,0.0,0.0,0.0,0.0,1192.0,0.0,,12.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2199,0.16,0.1,
2019,alisal union,"City, midsize",0.2885,0.2881,0.2914,0.2914,0.2857,,,,,0.2918,,,0.4167,335.0,291.0,44.0,167.0,168.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,10.0,1161.0,1010.0,151.0,573.0,588.0,6.0,10.0,0.0,0.0,1028.0,0.0,5.0,24.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2188,0.2199,0.16,0.1
2015,alpaugh unified,"Rural, distant",0.13,0.14,,0.16,0.09,,,,,0.14,,,,4.0,4.0,0.0,3.0,1.0,,0.0,,,4.0,,,0.0,31.0,30.0,1.0,20.0,11.0,,1.0,,,29.0,,,1.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,,,,
2016,alpaugh unified,"City, midsize",0.14,0.14,,0.18,0.1,,,,,0.14,,,,6.0,5.0,0.0,4.0,2.0,,0.0,,,5.0,,,0.0,42.0,36.0,6.0,22.0,20.0,,1.0,,,37.0,,,4.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0.13,,,
2017,alpaugh unified,"Rural, distant",0.05,0.0526,,0.0,,,,,,0.0526,,,,1.0,1.0,0.0,0.0,0.0,,,,,1.0,,,0.0,20.0,19.0,0.0,11.0,0.0,,,,,19.0,,,0.0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.14,0.13,,
2018,alpaugh unified,"Rural, distant",0.1481,0.16,,0.0625,0.2727,,,,,0.16,,,,4.0,4.0,0.0,1.0,3.0,,0.0,,,4.0,,,0.0,27.0,25.0,0.0,16.0,11.0,,0.0,,,25.0,,,0.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0.05,0.14,0.13,
2019,alpaugh unified,"Rural, distant",0.0811,0.0556,,0.0588,0.1,,,,,0.0833,,,,3.0,2.0,0.0,1.0,2.0,,,,,3.0,,0.0,,37.0,36.0,0.0,17.0,20.0,,,,,36.0,,0.0,,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0.1481,0.05,0.14,0.13
2015,alpine union elementary,"Suburb, large",0.43,0.26,0.49,0.4,0.46,0.64,,,,0.23,,,0.47,85.0,14.0,73.0,40.0,47.0,7.0,0.0,0.0,0.0,9.0,,0.0,67.0,203.0,53.0,150.0,100.0,103.0,11.0,2.0,7.0,3.0,39.0,,2.0,139.0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
2016,alpine union elementary,"Suburb, large",0.48,0.37,0.54,0.45,0.52,,,,,0.43,,,0.53,93.0,26.0,67.0,45.0,48.0,0.0,0.0,0.0,0.0,17.0,,0.0,70.0,194.0,71.0,123.0,101.0,93.0,9.0,2.0,5.0,2.0,40.0,,3.0,132.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.43,,,
2017,alpine union elementary,"Suburb, large",0.5254,0.24,0.6378,0.5052,0.55,,,,,0.3448,,,0.5656,93.0,12.0,81.0,49.0,44.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,69.0,177.0,50.0,127.0,97.0,80.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,122.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.43,,
2018,alpine union elementary,"Suburb, large",0.5466,0.4474,0.5772,0.5357,0.5584,,,,,0.4571,,,0.5794,88.0,17.0,71.0,45.0,43.0,0.0,,0.0,0.0,16.0,,0.0,62.0,161.0,38.0,123.0,84.0,77.0,0.0,,0.0,0.0,35.0,,0.0,107.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5254,0.48,0.43,
