Year,District,DistLocale,Total_ProficientPct,EconDisadv_ProficientPct,NotEconDisadv_ProficientPct,Female_ProficientPct,Male_ProficientPct,AIAN_ProficientPct,Asian_ProficientPct,Black_ProficientPct,Filipino_ProficientPct,Hisp_ProficientPct,NHPI_ProficientPct,TwoOrMore_ProficientPct,White_ProficientPct,Total_ProficientCount,EconDisadv_ProficientCount,NotEconDisadv_ProficientCount,Female_ProficientCount,Male_ProficientCount,AIAN_ProficientCount,Asian_ProficientCount,Black_ProficientCount,Filipino_ProficientCount,Hisp_ProficientCount,NHPI_ProficientCount,TwoOrMore_ProficientCount,White_ProficientCount,Total_Count,EconDisadv_Count,NotEconDisadv_Count,Female_Count,Male_Count,AIAN_Count,Asian_Count,Black_Count,Filipino_Count,Hisp_Count,NHPI_Count,TwoOrMore_Count,White_Count,Total_ProficientPct_missing,EconDisadv_ProficientPct_missing,NotEconDisadv_ProficientPct_missing,Female_ProficientPct_missing,Male_ProficientPct_missing,AIAN_ProficientPct_missing,Asian_ProficientPct_missing,Black_ProficientPct_missing,Filipino_ProficientPct_missing,Hisp_ProficientPct_missing,NHPI_ProficientPct_missing,TwoOrMore_ProficientPct_missing,White_ProficientPct_missing,Total_ProficientCount_missing,EconDisadv_ProficientCount_missing,NotEconDisadv_ProficientCount_missing,Female_ProficientCount_missing,Male_ProficientCount_missing,AIAN_ProficientCount_missing,Asian_ProficientCount_missing,Black_ProficientCount_missing,Filipino_ProficientCount_missing,Hisp_ProficientCount_missing,NHPI_ProficientCount_missing,TwoOrMore_ProficientCount_missing,White_ProficientCount_missing,Total_Count_missing,EconDisadv_Count_missing,NotEconDisadv_Count_missing,Female_Count_missing,Male_Count_missing,AIAN_Count_missing,Asian_Count_missing,Black_Count_missing,Filipino_Count_missing,Hisp_Count_missing,NHPI_Count_missing,TwoOrMore_Count_missing,White_Count_missing,Total_ProficientPct_lag1,Total_ProficientPct_lag2,Total_ProficientPct_lag3,Total_ProficientPct_lag4
2018,mountain elementary,"Suburb, midsize",0.8333,,0.8824,,0.8462,,,,,,,,0.9231,15.0,0.0,15.0,0.0,11.0,,,,,0.0,,0.0,12.0,18.0,0.0,17.0,0.0,13.0,,,,,0.0,,0.0,13.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.6522,0.81,0.87,
2019,mountain elementary,"Suburb, midsize",0.75,,0.7857,,,,,,,,,,0.6923,12.0,0.0,11.0,0.0,0.0,,0.0,,,0.0,,0.0,9.0,16.0,0.0,14.0,7.0,9.0,,0.0,,,0.0,,0.0,13.0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.8333,0.6522,0.81,0.87
2015,mountain empire unified,"City, large",0.22,0.18,0.31,0.19,0.24,,,,,0.13,,,0.33,31.0,18.0,13.0,12.0,19.0,0.0,,0.0,0.0,9.0,0.0,0.0,17.0,140.0,98.0,42.0,62.0,78.0,10.0,,1.0,1.0,70.0,1.0,6.0,51.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
2016,mountain empire unified,"Rural, distant",0.21,0.21,0.22,0.19,0.24,,,,,0.17,,,0.33,28.0,22.0,6.0,12.0,17.0,0.0,,0.0,0.0,12.0,,0.0,14.0,134.0,105.0,29.0,65.0,69.0,5.0,,3.0,1.0,73.0,,7.0,43.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.22,,,
2017,mountain empire unified,"Rural, distant",0.2845,0.2113,0.4,0.25,0.3125,,,,,0.2034,,,0.4255,33.0,15.0,18.0,13.0,20.0,,,0.0,,12.0,,0.0,20.0,116.0,71.0,45.0,52.0,64.0,,,0.0,,59.0,,0.0,47.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.21,0.22,,
2018,mountain empire unified,"Rural, distant",0.2803,0.1977,0.4348,0.2407,0.3077,,,,,0.2208,,,0.4286,37.0,17.0,20.0,13.0,24.0,0.0,,0.0,0.0,17.0,,0.0,18.0,132.0,86.0,46.0,54.0,78.0,0.0,,0.0,0.0,77.0,,0.0,42.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2845,0.21,0.22,
2019,mountain empire unified,"Rural, distant",0.3223,0.2237,0.4889,0.2182,0.4091,,,,,0.1944,,,0.5526,39.0,17.0,22.0,12.0,27.0,0.0,,0.0,0.0,14.0,,0.0,21.0,121.0,76.0,45.0,55.0,66.0,4.0,,0.0,0.0,72.0,,0.0,38.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2803,0.2845,0.21,0.22
2015,mountain valley unified,"Rural, remote",0.38,0.43,,0.29,,,,,,,,,0.25,8.0,6.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,0.0,4.0,21.0,14.0,7.0,14.0,7.0,1.0,1.0,,1.0,1.0,,1.0,16.0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,
2016,mountain valley unified,"Rural, remote",0.38,0.31,,,0.29,,,,,,,,,8.0,5.0,0.0,0.0,4.0,,0.0,,,0.0,,0.0,0.0,21.0,16.0,5.0,7.0,14.0,,3.0,,,2.0,,6.0,10.0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.38,,,
2017,mountain valley unified,"Rural, remote",0.2692,0.1905,,0.2727,0.2667,,,,,,,,0.3333,7.0,4.0,0.0,3.0,4.0,0.0,0.0,,,0.0,,0.0,4.0,26.0,21.0,0.0,11.0,15.0,0.0,0.0,,,0.0,,0.0,12.0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.38,0.38,,
2018,mountain valley unified,"Rural, remote",0.1786,0.1818,,0.1538,0.2,,,,,,,,0.2308,5.0,4.0,0.0,2.0,3.0,,0.0,,,0.0,,0.0,3.0,28.0,22.0,0.0,13.0,15.0,,0.0,,,0.0,,0.0,13.0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.2692,0.38,0.38,
2019,mountain valley unified,"Rural, remote",0.5833,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,12.0,9.0,0.0,5.0,7.0,0.0,0.0,,,,,,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.1786,0.2692,0.38,0.38
2015,mountain view elementary,"City, midsize",0.27,0.08,0.32,0.28,0.27,,,0.32,,0.21,,,0.3,76.0,4.0,74.0,37.0,41.0,,0.0,7.0,0.0,44.0,,0.0,9.0,284.0,53.0,231.0,132.0,152.0,,6.0,22.0,6.0,211.0,,7.0,30.0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,
2015,mountain view elementary,"Suburb, large",0.21,0.21,0.33,0.2,0.23,,0.8,,,0.18,,,,165.0,160.0,8.0,78.0,85.0,0.0,35.0,,0.0,132.0,,0.0,,785.0,761.0,24.0,415.0,370.0,1.0,44.0,,1.0,735.0,,1.0,,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.27,,,
2016,mountain view elementary,"Suburb, large",0.25,0.24,0.34,0.23,0.28,,0.52,,,0.24,,,,209.0,176.0,25.0,87.0,115.0,,16.0,,,185.0,,,,805.0,732.0,73.0,395.0,410.0,,31.0,,,770.0,,,,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0.21,0.27,,
2016,mountain view elementary,"City, midsize",0.32,0.27,0.42,0.31,0.34,,0.43,0.13,,0.31,,,0.41,88.0,48.0,41.0,41.0,47.0,,6.0,3.0,0.0,61.0,,0.0,11.0,275.0,178.0,97.0,133.0,142.0,,14.0,23.0,5.0,194.0,,10.0,27.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.25,0.21,0.27,
2017,mountain view elementary,"City, midsize",0.3493,0.2959,0.4583,0.3597,0.3399,,,0.2105,,0.3242,,,0.5676,102.0,58.0,44.0,50.0,52.0,,0.0,4.0,0.0,71.0,0.0,0.0,21.0,292.0,196.0,96.0,139.0,153.0,,0.0,19.0,0.0,219.0,0.0,0.0,37.0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.32,0.25,0.21,0.27
2017,mountain view elementary,"Suburb, large",0.254,0.2476,0.3333,0.2312,0.2738,,0.5814,,,0.2336,,,,204.0,185.0,20.0,86.0,118.0,,25.0,0.0,0.0,176.0,0.0,,0.0,806.0,746.0,60.0,374.0,432.0,,43.0,0.0,0.0,752.0,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.3493,0.32,0.25,0.21
2018,mountain view elementary,"City, midsize",0.3585,0.3258,0.4253,0.3952,0.3262,,,0.3333,,0.2929,,,0.6207,95.0,58.0,37.0,49.0,46.0,,0.0,6.0,0.0,58.0,,0.0,18.0,265.0,178.0,87.0,124.0,141.0,,0.0,18.0,0.0,198.0,,0.0,29.0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.254,0.3493,0.32,0.25
2018,mountain view elementary,"Suburb, large",0.2676,0.2693,0.2381,0.2341,0.297,,0.617,,,0.2431,,,,198.0,188.0,10.0,81.0,117.0,,29.0,0.0,0.0,167.0,,,,740.0,698.0,42.0,346.0,394.0,,47.0,0.0,0.0,687.0,,,,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.3585,0.254,0.3493,0.32
2019,mountain view elementary,"City, midsize",0.4779,0.4489,0.5313,0.4186,0.5315,,,0.3,,0.4271,,,0.6875,130.0,79.0,51.0,54.0,76.0,,0.0,6.0,0.0,85.0,0.0,0.0,22.0,272.0,176.0,96.0,129.0,143.0,,7.0,20.0,6.0,199.0,0.0,4.0,32.0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2676,0.3585,0.254,0.3493
2019,mountain view elementary,"Suburb, large",0.326,0.3171,0.4595,0.3058,0.3455,,0.697,,,0.3045,,,,193.0,176.0,17.0,89.0,104.0,,23.0,0.0,0.0,169.0,,,,594.0,557.0,37.0,291.0,303.0,,33.0,0.0,0.0,557.0,,,,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.4779,0.2676,0.3585,0.254
2015,mountain view whisman,"City, small",0.55,0.23,0.8,0.51,0.59,,0.81,0.25,0.69,0.24,,0.79,0.86,321.0,61.0,263.0,138.0,186.0,,52.0,3.0,9.0,64.0,0.0,45.0,151.0,584.0,252.0,332.0,270.0,314.0,,64.0,12.0,13.0,257.0,4.0,57.0,175.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
2016,mountain view whisman,"City, small",0.61,0.27,0.83,0.58,0.65,,0.88,,0.7,0.31,,0.87,0.87,349.0,61.0,288.0,169.0,182.0,,66.0,0.0,16.0,77.0,0.0,39.0,142.0,572.0,225.0,347.0,292.0,280.0,,75.0,10.0,23.0,246.0,3.0,45.0,163.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.55,,,
2017,mountain view whisman,"City, small",0.611,0.2488,0.8207,0.5915,0.6296,,0.8116,,0.6471,0.3319,,0.7867,0.8142,355.0,53.0,302.0,168.0,187.0,,56.0,0.0,11.0,75.0,,59.0,149.0,581.0,213.0,368.0,284.0,297.0,,69.0,0.0,17.0,226.0,,75.0,183.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.61,0.55,,
2018,mountain view whisman,"City, small",0.6843,0.4237,0.8153,0.6704,0.6985,,0.907,,,0.4577,,0.7727,0.8313,362.0,75.0,287.0,179.0,183.0,,78.0,0.0,0.0,92.0,0.0,51.0,133.0,529.0,177.0,352.0,267.0,262.0,,86.0,0.0,0.0,201.0,0.0,66.0,160.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.611,0.61,0.55,
2019,mountain view whisman,"City, small",0.6654,0.3485,0.8533,0.6769,0.6544,,0.9146,,,0.3684,,0.8472,0.8618,354.0,69.0,285.0,176.0,178.0,0.0,75.0,0.0,0.0,77.0,0.0,61.0,131.0,532.0,198.0,334.0,260.0,272.0,0.0,82.0,8.0,6.0,209.0,0.0,72.0,152.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6843,0.611,0.61,0.55
2015,mt. diablo unified,"Suburb, large",0.39,0.19,0.56,0.38,0.39,,0.63,0.22,0.54,0.2,0.21,0.45,0.57,987.0,227.0,750.0,462.0,526.0,0.0,109.0,18.0,67.0,221.0,4.0,59.0,487.0,2531.0,1192.0,1339.0,1217.0,1314.0,8.0,175.0,83.0,123.0,1109.0,19.0,132.0,853.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,mt. diablo unified,"Suburb, large",0.4,0.18,0.61,0.37,0.43,,0.66,0.17,0.65,0.22,0.29,0.56,0.57,1084.0,239.0,843.0,500.0,584.0,0.0,134.0,21.0,66.0,261.0,8.0,89.0,490.0,2710.0,1327.0,1383.0,1352.0,1358.0,8.0,203.0,112.0,102.0,1190.0,28.0,159.0,860.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,,,
2017,mt. diablo unified,"Suburb, large",0.4244,0.2098,0.6109,0.3922,0.4552,,0.599,0.2532,0.6016,0.2342,0.2632,0.5402,0.6015,1066.0,245.0,821.0,482.0,584.0,0.0,118.0,20.0,74.0,244.0,5.0,94.0,483.0,2514.0,1170.0,1344.0,1230.0,1284.0,0.0,197.0,79.0,123.0,1043.0,19.0,174.0,803.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.39,,
2018,mt. diablo unified,"Suburb, large",0.4185,0.2493,0.5744,0.3913,0.4441,,0.6531,0.1882,0.5698,0.2483,0.1538,0.5899,0.5729,994.0,284.0,710.0,450.0,544.0,0.0,96.0,16.0,49.0,260.0,2.0,105.0,377.0,2376.0,1139.0,1237.0,1151.0,1225.0,0.0,147.0,85.0,86.0,1047.0,13.0,178.0,659.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4244,0.4,0.39,
2019,mt. diablo unified,"Suburb, large",0.4365,0.2351,0.6094,0.412,0.4603,,0.592,0.2568,0.5676,0.2565,,0.6056,0.6064,1049.0,261.0,788.0,487.0,562.0,0.0,103.0,19.0,42.0,265.0,0.0,129.0,399.0,2403.0,1110.0,1293.0,1182.0,1221.0,0.0,174.0,74.0,74.0,1033.0,10.0,213.0,658.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4185,0.4244,0.4,0.39
2015,muroc joint unified,"Rural, distant",0.3,0.2,0.35,0.27,0.32,,,,,0.19,,0.27,0.34,44.0,10.0,34.0,18.0,26.0,0.0,0.0,0.0,0.0,7.0,,4.0,28.0,147.0,49.0,98.0,66.0,81.0,1.0,1.0,7.0,5.0,36.0,,15.0,82.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
2016,muroc joint unified,"Rural, distant",0.37,0.14,0.45,0.32,0.44,,,0.15,,0.32,,0.31,0.43,51.0,5.0,46.0,24.0,27.0,,,2.0,0.0,11.0,0.0,4.0,30.0,137.0,35.0,102.0,76.0,61.0,,,13.0,7.0,34.0,1.0,13.0,69.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,,,
2017,muroc joint unified,"Rural, distant",0.3034,0.1356,0.4186,0.2875,0.3231,,,0.3333,,0.2222,,0.4667,0.3065,44.0,8.0,36.0,23.0,21.0,0.0,,6.0,0.0,10.0,,7.0,19.0,145.0,59.0,86.0,80.0,65.0,0.0,,18.0,0.0,45.0,,15.0,62.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.37,0.3,,
2018,muroc joint unified,"Rural, distant",0.3916,0.2941,0.4457,0.3881,0.3947,,,0.3636,,0.325,,0.5263,0.4028,56.0,15.0,41.0,26.0,30.0,0.0,,4.0,,13.0,,10.0,29.0,143.0,51.0,92.0,67.0,76.0,0.0,,11.0,,40.0,,19.0,72.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.3034,0.37,0.3,
2019,muroc joint unified,"Rural, distant",0.2837,0.1,0.3846,0.2295,0.325,,,0.1818,,0.2105,,0.1818,0.3239,40.0,5.0,35.0,14.0,26.0,,0.0,2.0,0.0,8.0,0.0,2.0,23.0,141.0,50.0,91.0,61.0,80.0,,0.0,11.0,0.0,38.0,0.0,11.0,71.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3916,0.3034,0.37,0.3
2015,murrieta valley unified,"Suburb, large",0.42,0.29,0.5,0.41,0.43,,0.6,0.29,0.61,0.34,0.38,0.42,0.47,653.0,174.0,486.0,321.0,332.0,0.0,41.0,23.0,31.0,184.0,5.0,33.0,336.0,1554.0,601.0,953.0,782.0,772.0,6.0,68.0,79.0,51.0,541.0,13.0,80.0,715.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,murrieta valley unified,"Suburb, large",0.48,0.35,0.56,0.46,0.51,,0.57,0.29,0.67,0.41,,0.53,0.53,763.0,201.0,570.0,382.0,389.0,0.0,39.0,23.0,34.0,232.0,0.0,61.0,371.0,1590.0,573.0,1017.0,829.0,761.0,4.0,68.0,79.0,51.0,565.0,8.0,114.0,700.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,,,
2017,murrieta valley unified,"Suburb, large",0.5114,0.3846,0.5837,0.4828,0.5369,,0.7692,0.3043,0.6842,0.4314,0.4167,0.6182,0.571,787.0,215.0,572.0,351.0,436.0,0.0,40.0,28.0,26.0,258.0,5.0,68.0,362.0,1539.0,559.0,980.0,727.0,812.0,0.0,52.0,92.0,38.0,598.0,12.0,110.0,634.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.42,,
2018,murrieta valley unified,"Suburb, large",0.5586,0.4453,0.6421,0.5186,0.5965,,0.6786,0.3538,0.6429,0.4659,0.4167,0.5565,0.654,867.0,293.0,574.0,391.0,476.0,0.0,57.0,23.0,18.0,280.0,5.0,64.0,414.0,1552.0,658.0,894.0,754.0,798.0,0.0,84.0,65.0,28.0,601.0,12.0,115.0,633.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5114,0.48,0.42,
2019,murrieta valley unified,"Suburb, large",0.6129,0.482,0.7012,0.5977,0.6262,,0.7595,0.4394,0.6786,0.5152,0.5833,0.7658,0.6864,931.0,295.0,636.0,425.0,506.0,0.0,60.0,29.0,19.0,321.0,7.0,85.0,405.0,1519.0,612.0,907.0,711.0,808.0,4.0,79.0,66.0,28.0,623.0,12.0,111.0,590.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5586,0.5114,0.48,0.42
2015,napa valley unified,"City, small",0.33,0.2,0.51,0.32,0.35,,0.77,0.23,0.59,0.2,,0.51,0.5,459.0,152.0,299.0,209.0,243.0,0.0,17.0,7.0,49.0,155.0,0.0,21.0,197.0,1349.0,762.0,587.0,653.0,696.0,1.0,22.0,31.0,83.0,775.0,3.0,41.0,393.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,napa valley unified,"City, small",0.38,0.22,0.61,0.34,0.42,,0.76,0.32,0.65,0.22,,0.56,0.58,535.0,183.0,353.0,226.0,312.0,0.0,28.0,10.0,55.0,176.0,0.0,27.0,231.0,1409.0,831.0,578.0,666.0,743.0,7.0,37.0,31.0,84.0,801.0,3.0,48.0,398.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,,,
2017,napa valley unified,"City, small",0.4016,0.271,0.5668,0.3762,0.4259,,0.4828,0.1364,0.7143,0.304,,0.5652,0.541,504.0,190.0,314.0,231.0,273.0,0.0,14.0,3.0,55.0,228.0,0.0,26.0,178.0,1255.0,701.0,554.0,614.0,641.0,0.0,29.0,22.0,77.0,750.0,0.0,46.0,329.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,,
2018,napa valley unified,"City, small",0.4176,0.2915,0.5911,0.3906,0.443,,0.7941,0.3182,0.6774,0.2709,,0.566,0.5905,512.0,207.0,305.0,232.0,280.0,0.0,27.0,7.0,63.0,185.0,0.0,30.0,199.0,1226.0,710.0,516.0,594.0,632.0,0.0,34.0,22.0,93.0,683.0,0.0,53.0,337.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4016,0.38,0.33,
2019,napa valley unified,"City, small",0.4443,0.3009,0.602,0.4189,0.4678,,0.7333,0.2857,0.8,0.3214,,0.6071,0.5676,558.0,198.0,360.0,253.0,305.0,0.0,22.0,6.0,56.0,225.0,0.0,34.0,214.0,1256.0,658.0,598.0,604.0,652.0,0.0,30.0,21.0,70.0,700.0,0.0,56.0,377.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4176,0.4016,0.38,0.33
2015,national elementary,"Suburb, large",0.19,0.16,0.3,0.19,0.19,,0.3,0.0,0.36,0.17,,0.45,0.13,152.0,103.0,46.0,80.0,72.0,0.0,10.0,0.0,19.0,113.0,0.0,5.0,2.0,799.0,645.0,154.0,422.0,377.0,2.0,33.0,11.0,53.0,664.0,8.0,11.0,15.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,national elementary,"Suburb, large",0.32,0.3,0.42,0.33,0.31,,0.59,0.24,0.57,0.28,,0.46,0.44,253.0,194.0,61.0,128.0,121.0,,17.0,4.0,28.0,184.0,0.0,6.0,7.0,792.0,647.0,145.0,401.0,391.0,,29.0,17.0,49.0,655.0,7.0,13.0,16.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.19,,,
2017,national elementary,"Suburb, large",0.2929,0.2583,0.4646,0.2603,0.3232,,0.64,0.1818,0.4844,0.256,,0.5455,0.5333,222.0,163.0,59.0,95.0,127.0,0.0,16.0,2.0,31.0,159.0,0.0,6.0,8.0,758.0,631.0,127.0,365.0,393.0,0.0,25.0,11.0,64.0,621.0,0.0,11.0,15.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.19,,
2018,national elementary,"Suburb, large",0.3121,0.2944,0.3893,0.2978,0.3266,,0.5238,,0.5313,0.2713,,0.1818,0.5,220.0,169.0,51.0,106.0,114.0,0.0,11.0,0.0,34.0,156.0,,2.0,11.0,705.0,574.0,131.0,356.0,349.0,0.0,21.0,0.0,64.0,575.0,,11.0,22.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2929,0.32,0.19,
2019,national elementary,"Suburb, large",0.3523,0.3189,0.472,0.3792,0.3229,,0.6667,0.2353,0.6667,0.313,,0.5833,0.3333,260.0,184.0,76.0,146.0,114.0,,10.0,4.0,34.0,190.0,0.0,14.0,5.0,738.0,577.0,161.0,385.0,353.0,,15.0,17.0,51.0,607.0,5.0,24.0,15.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3121,0.2929,0.32,0.19
